EmployeeNumber,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,MaritalStatus,OverTime,BusinessTravel,JobSatisfaction,WorkLifeBalance,YearsSinceLastPromotion,Risk_Score,Risk_Category
976,52,Research & Development,Manager,17099,9,Married,false,Travel_Rarely,4,2,7,2,Low Risk
1900,48,Research & Development,Manager,17174,22,Divorced,false,Travel_Frequently,4,3,4,2,Low Risk
992,33,Sales,Manager,17444,10,Single,false,Non-Travel,3,3,6,2,Low Risk
386,53,Research & Development,Research Director,17584,5,Married,true,Travel_Rarely,3,2,1,2,Low Risk
1109,42,Research & Development,Manager,17665,22,Married,false,Travel_Rarely,1,3,13,2,Low Risk
1215,50,Research & Development,Manager,17856,2,Married,false,Travel_Frequently,1,3,2,2,Low Risk
1334,42,Research & Development,Manager,17861,20,Married,true,Non-Travel,3,2,2,2,Low Risk
1938,58,Sales,Manager,17875,1,Married,true,Travel_Rarely,4,2,0,2,Low Risk
905,50,Research & Development,Manager,17924,31,Divorced,false,Non-Travel,1,3,14,2,Low Risk
254,55,Research & Development,Research Director,18722,24,Single,false,Travel_Rarely,2,3,2,2,Low Risk
2031,42,Research & Development,Manager,18880,22,Married,false,Travel_Rarely,3,2,4,2,Low Risk
1608,44,Research & Development,Research Director,19049,22,Divorced,true,Travel_Rarely,4,2,1,2,Low Risk
32,53,Research & Development,Manager,19094,14,Divorced,false,Travel_Rarely,3,2,4,2,Low Risk
731,41,Human Resources,Manager,19141,21,Divorced,false,Travel_Rarely,4,2,12,2,Low Risk
385,50,Research & Development,Research Director,19144,10,Divorced,false,Travel_Rarely,2,2,1,2,Low Risk
1941,49,Research & Development,Research Director,19161,5,Married,false,Travel_Frequently,4,3,4,2,Low Risk
531,39,Research & Development,Manager,19197,21,Divorced,true,Travel_Frequently,3,3,1,2,Low Risk
444,39,Research & Development,Manager,19272,21,Married,false,Travel_Frequently,4,3,13,2,Low Risk
522,54,Research & Development,Research Director,19406,4,Married,false,Travel_Rarely,1,2,1,2,Low Risk
2022,39,Research & Development,Manager,19431,6,Single,false,Non-Travel,4,2,1,2,Low Risk
162,51,Research & Development,Research Director,19537,20,Single,false,Travel_Rarely,3,3,15,2,Low Risk
1128,40,Research & Development,Research Director,19626,20,Single,false,Travel_Rarely,3,4,4,2,Low Risk
1973,55,Human Resources,Manager,19636,10,Married,true,Travel_Rarely,2,3,1,2,Low Risk
1867,48,Research & Development,Research Director,19665,22,Married,false,Travel_Rarely,2,3,12,2,Low Risk
1423,58,Research & Development,Research Director,19701,9,Married,true,Travel_Rarely,1,3,1,2,Low Risk
1191,56,Research & Development,Manager,19943,5,Divorced,false,Travel_Rarely,1,3,4,2,Low Risk
1270,23,Research & Development,Research Scientist,1223,1,Married,false,Travel_Rarely,3,3,0,1,Low Risk
704,35,Research & Development,Laboratory Technician,1281,1,Married,false,Non-Travel,3,3,0,1,Low Risk
53,35,Research & Development,Laboratory Technician,1951,1,Divorced,false,Travel_Rarely,4,3,0,1,Low Risk
2051,40,Research & Development,Research Scientist,2001,5,Married,false,Travel_Rarely,3,3,0,1,Low Risk
49,35,Sales,Sales Representative,2014,2,Married,false,Travel_Rarely,4,3,2,1,Low Risk
1374,34,Research & Development,Research Scientist,2029,5,Divorced,false,Non-Travel,3,3,0,1,Low Risk
1799,28,Research & Development,Research Scientist,2044,5,Married,false,Travel_Rarely,4,4,0,1,Low Risk
1581,26,Research & Development,Research Scientist,2061,1,Married,false,Travel_Rarely,4,3,0,1,Low Risk
1499,30,Human Resources,Human Resources,2064,5,Divorced,false,Travel_Rarely,3,4,1,1,Low Risk
1592,23,Research & Development,Research Scientist,2073,2,Married,false,Travel_Rarely,3,3,2,1,Low Risk
116,51,Research & Development,Laboratory Technician,2075,4,Married,false,Travel_Rarely,4,3,0,1,Low Risk
262,43,Research & Development,Research Scientist,2089,5,Divorced,false,Non-Travel,4,4,2,1,Low Risk
645,25,Sales,Sales Representative,2096,7,Married,false,Travel_Rarely,3,3,0,1,Low Risk
1546,45,Research & Development,Research Scientist,2132,5,Married,false,Travel_Rarely,4,3,0,1,Low Risk
309,59,Research & Development,Research Scientist,2177,1,Married,false,Travel_Rarely,4,3,0,1,Low Risk
332,39,Research & Development,Laboratory Technician,2232,3,Divorced,false,Travel_Rarely,3,3,1,1,Low Risk
1172,35,Research & Development,Laboratory Technician,2258,8,Married,false,Travel_Rarely,3,3,1,1,Low Risk
63,35,Research & Development,Laboratory Technician,2269,1,Married,false,Travel_Rarely,4,3,0,1,Low Risk
996,45,Research & Development,Laboratory Technician,2270,5,Divorced,false,Travel_Rarely,4,3,0,1,Low Risk
1718,26,Research & Development,Laboratory Technician,2305,3,Married,false,Travel_Rarely,3,4,0,1,Low Risk
882,32,Research & Development,Laboratory Technician,2314,3,Divorced,false,Non-Travel,4,3,0,1,Low Risk
217,22,Research & Development,Research Scientist,2323,2,Married,false,Travel_Rarely,4,3,2,1,Low Risk
1474,40,Research & Development,Research Scientist,2345,3,Divorced,false,Travel_Rarely,3,4,1,1,Low Risk
1308,58,Research & Development,Research Scientist,2372,2,Divorced,false,Travel_Rarely,3,3,2,1,Low Risk
930,28,Research & Development,Research Scientist,2377,2,Divorced,false,Travel_Rarely,3,3,2,1,Low Risk
1030,50,Research & Development,Laboratory Technician,2380,1,Married,false,Travel_Rarely,4,3,0,1,Low Risk
1492,35,Sales,Sales Representative,2404,1,Married,false,Travel_Rarely,3,3,0,1,Low Risk
227,41,Research & Development,Research Scientist,2451,9,Divorced,false,Travel_Rarely,3,3,1,1,Low Risk
1120,29,Research & Development,Research Scientist,2514,7,Divorced,false,Travel_Rarely,4,3,1,1,Low Risk
1259,27,Research & Development,Research Scientist,2517,5,Divorced,false,Travel_Rarely,3,3,0,1,Low Risk
169,22,Research & Development,Laboratory Technician,2523,2,Married,false,Travel_Rarely,4,3,2,1,Low Risk
912,29,Research & Development,Laboratory Technician,2532,4,Divorced,false,Travel_Rarely,4,3,0,1,Low Risk
1364,27,Sales,Sales Representative,2534,1,Married,false,Travel_Rarely,4,3,0,1,Low Risk
1162,27,Research & Development,Research Scientist,2539,4,Married,false,Travel_Rarely,3,3,2,1,Low Risk
501,36,Research & Development,Research Scientist,2543,2,Married,false,Travel_Rarely,3,3,2,1,Low Risk
18,34,Research & Development,Laboratory Technician,2661,2,Divorced,false,Travel_Rarely,4,3,1,1,Low Risk
1873,55,Research & Development,Research Scientist,2662,5,Married,false,Travel_Rarely,4,4,0,1,Low Risk
11,30,Research & Development,Laboratory Technician,2693,1,Divorced,false,Travel_Rarely,3,3,0,1,Low Risk
824,29,Research & Development,Research Scientist,2700,10,Married,false,Travel_Rarely,3,3,0,1,Low Risk
1826,35,Research & Development,Laboratory Technician,2705,5,Married,false,Travel_Rarely,3,4,0,1,Low Risk
1858,28,Human Resources,Human Resources,2706,3,Divorced,false,Non-Travel,4,3,2,1,Low Risk
1221,36,Research & Development,Laboratory Technician,2741,7,Divorced,false,Travel_Rarely,3,3,1,1,Low Risk
675,22,Research & Development,Research Scientist,2773,2,Married,false,Travel_Rarely,3,3,2,1,Low Risk
150,24,Research & Development,Laboratory Technician,2774,5,Married,false,Travel_Rarely,3,3,1,1,Low Risk
1999,41,Research & Development,Research Scientist,2782,5,Married,false,Travel_Rarely,4,3,1,1,Low Risk
155,36,Research & Development,Laboratory Technician,2835,1,Divorced,false,Travel_Rarely,4,3,0,1,Low Risk
143,25,Research & Development,Research Scientist,2889,2,Married,false,Travel_Rarely,4,3,2,1,Low Risk
1709,29,Research & Development,Laboratory Technician,2974,5,Married,false,Travel_Rarely,3,3,1,1,Low Risk
2052,35,Research & Development,Research Scientist,2977,4,Married,false,Travel_Rarely,4,3,1,1,Low Risk
1115,34,Research & Development,Research Scientist,2979,0,Married,false,Non-Travel,4,3,0,1,Low Risk
97,36,Research & Development,Laboratory Technician,3038,1,Married,false,Travel_Rarely,4,3,0,1,Low Risk
1996,31,Sales,Sales Representative,3067,2,Married,false,Travel_Rarely,3,3,1,1,Low Risk
1627,39,Research & Development,Laboratory Technician,3069,10,Divorced,false,Travel_Rarely,3,3,0,1,Low Risk
1192,29,Research & Development,Laboratory Technician,3131,10,Married,false,Travel_Rarely,4,3,0,1,Low Risk
813,52,Research & Development,Laboratory Technician,3149,5,Married,false,Travel_Rarely,3,3,1,1,Low Risk
1607,32,Research & Development,Research Scientist,3312,3,Married,false,Travel_Rarely,4,3,0,1,Low Risk
1085,41,Research & Development,Research Scientist,3376,10,Married,false,Travel_Rarely,3,3,0,1,Low Risk
521,40,Research & Development,Laboratory Technician,3448,1,Married,false,Travel_Rarely,3,3,0,1,Low Risk
1721,31,Research & Development,Laboratory Technician,3477,5,Married,false,Travel_Rarely,3,4,0,1,Low Risk
1647,27,Research & Development,Research Scientist,3517,3,Married,false,Travel_Rarely,3,3,0,1,Low Risk
1340,40,Research & Development,Research Scientist,3544,4,Divorced,false,Non-Travel,3,3,0,1,Low Risk
1207,33,Human Resources,Human Resources,3600,5,Married,false,Travel_Rarely,3,3,1,1,Low Risk
1782,38,Research & Development,Laboratory Technician,3702,5,Married,false,Travel_Rarely,3,3,0,1,Low Risk
1249,29,Research & Development,Research Scientist,3760,3,Divorced,false,Travel_Rarely,4,3,1,1,Low Risk
806,30,Research & Development,Laboratory Technician,3833,2,Married,false,Travel_Rarely,3,3,0,1,Low Risk
1871,39,Research & Development,Research Scientist,3902,2,Divorced,false,Travel_Rarely,4,3,2,1,Low Risk
1449,40,Research & Development,Laboratory Technician,3975,8,Divorced,false,Non-Travel,3,4,0,1,Low Risk
659,42,Research & Development,Healthcare Representative,4089,10,Married,false,Travel_Rarely,4,3,2,1,Low Risk
1630,35,Research & Development,Healthcare Representative,4148,14,Married,false,Non-Travel,3,3,2,1,Low Risk
1881,31,Research & Development,Laboratory Technician,4197,10,Divorced,false,Travel_Rarely,3,3,0,1,Low Risk
129,28,Sales,Sales Executive,4221,5,Married,false,Non-Travel,3,4,0,1,Low Risk
1027,27,Research & Development,Manufacturing Director,4227,3,Married,false,Travel_Rarely,4,3,2,1,Low Risk
791,52,Research & Development,Research Scientist,4258,4,Married,false,Non-Travel,4,3,1,1,Low Risk
611,29,Research & Development,Manufacturing Director,4262,3,Divorced,false,Travel_Rarely,4,4,1,1,Low Risk
1543,37,Research & Development,Research Scientist,4285,10,Married,false,Travel_Rarely,4,3,3,1,Low Risk
618,26,Sales,Sales Executive,4306,0,Divorced,false,Travel_Rarely,3,3,0,1,Low Risk
208,29,Research & Development,Manufacturing Director,4319,10,Married,false,Non-Travel,3,3,0,1,Low Risk
308,31,Research & Development,Manufacturing Director,4345,5,Married,false,Non-Travel,3,3,1,1,Low Risk
1662,36,Research & Development,Manufacturing Director,4374,3,Married,false,Non-Travel,3,3,1,1,Low Risk
1009,24,Research & Development,Manufacturing Director,4377,4,Divorced,false,Travel_Rarely,3,3,3,1,Low Risk
1707,24,Research & Development,Research Scientist,4401,5,Married,false,Travel_Rarely,3,3,0,1,Low Risk
2068,34,Research & Development,Laboratory Technician,4404,4,Married,false,Travel_Rarely,3,4,1,1,Low Risk
1177,26,Research & Development,Laboratory Technician,4420,8,Married,false,Travel_Rarely,4,3,0,1,Low Risk
333,32,Sales,Sales Executive,4465,3,Married,false,Non-Travel,4,3,2,1,Low Risk
975,35,Sales,Sales Executive,4601,5,Married,false,Travel_Rarely,3,3,1,1,Low Risk
1094,27,Research & Development,Laboratory Technician,4621,3,Married,false,Non-Travel,3,3,1,1,Low Risk
1940,38,Research & Development,Research Scientist,4771,5,Divorced,false,Travel_Rarely,4,4,0,1,Low Risk
350,25,Research & Development,Manufacturing Director,4898,4,Married,false,Travel_Rarely,3,3,1,1,Low Risk
869,28,Human Resources,Human Resources,4936,5,Divorced,false,Travel_Rarely,4,3,0,1,Low Risk
1025,41,Research & Development,Manufacturing Director,5003,2,Single,false,Travel_Rarely,3,3,2,1,Low Risk
1903,44,Research & Development,Healthcare Representative,5033,2,Married,false,Travel_Rarely,1,3,2,1,Low Risk
1943,42,Sales,Sales Executive,5087,0,Divorced,true,Travel_Rarely,4,3,0,1,Low Risk
771,35,Research & Development,Healthcare Representative,5093,1,Divorced,false,Non-Travel,1,4,0,1,Low Risk
2008,35,Research & Development,Research Scientist,5098,10,Single,false,Travel_Rarely,3,3,0,1,Low Risk
775,34,Research & Development,Manufacturing Director,5121,0,Divorced,false,Travel_Rarely,1,3,0,1,Low Risk
1845,45,Sales,Sales Executive,5154,8,Married,false,Non-Travel,3,4,5,1,Low Risk
1254,59,Sales,Sales Executive,5171,6,Single,false,Travel_Rarely,4,3,0,1,Low Risk
865,32,Research & Development,Research Scientist,5175,5,Married,false,Travel_Rarely,3,2,1,1,Low Risk
1962,35,Sales,Sales Executive,5204,10,Married,true,Travel_Rarely,4,3,0,1,Low Risk
1653,25,Research & Development,Manufacturing Director,5206,7,Divorced,false,Travel_Frequently,3,3,0,1,Low Risk
1621,35,Research & Development,Research Scientist,5208,16,Married,false,Travel_Rarely,1,3,1,1,Low Risk
1233,60,Sales,Sales Executive,5220,11,Divorced,true,Travel_Rarely,4,3,1,1,Low Risk
823,36,Research & Development,Manufacturing Director,5228,9,Married,false,Travel_Rarely,2,3,0,1,Low Risk
361,38,Sales,Sales Executive,5249,8,Married,false,Non-Travel,4,3,7,1,Low Risk
498,28,Sales,Sales Executive,5253,7,Single,false,Travel_Rarely,4,3,0,1,Low Risk
448,43,Research & Development,Laboratory Technician,5257,9,Divorced,false,Travel_Frequently,3,4,0,1,Low Risk
1654,39,Research & Development,Manufacturing Director,5295,5,Married,false,Travel_Rarely,2,3,1,1,Low Risk
476,26,Sales,Sales Executive,5296,8,Married,false,Travel_Rarely,3,3,7,1,Low Risk
1479,30,Sales,Sales Executive,5301,2,Married,false,Travel_Rarely,3,2,2,1,Low Risk
107,38,Research & Development,Research Scientist,5329,13,Divorced,true,Non-Travel,4,3,1,1,Low Risk
1682,36,Research & Development,Healthcare Representative,5347,3,Married,false,Travel_Rarely,3,2,0,1,Low Risk
1681,33,Sales,Sales Executive,5368,6,Divorced,true,Non-Travel,4,3,1,1,Low Risk
1935,56,Sales,Sales Executive,5380,0,Married,false,Travel_Rarely,1,3,0,1,Low Risk
389,55,Research & Development,Laboratory Technician,5415,10,Married,true,Travel_Rarely,4,3,0,1,Low Risk
1377,34,Research & Development,Laboratory Technician,5429,8,Married,false,Travel_Rarely,3,3,7,1,Low Risk
653,31,Sales,Sales Executive,5460,7,Divorced,false,Travel_Rarely,4,4,5,1,Low Risk
1934,47,Research & Development,Research Scientist,5467,8,Married,false,Non-Travel,2,4,1,1,Low Risk
1784,31,Sales,Sales Executive,5468,12,Married,false,Travel_Rarely,4,3,5,1,Low Risk
408,51,Research & Development,Manufacturing Director,5482,4,Divorced,false,Travel_Rarely,2,3,1,1,Low Risk
1580,34,Research & Development,Research Scientist,5484,2,Married,false,Travel_Rarely,4,2,2,1,Low Risk
1466,48,Sales,Sales Executive,5486,2,Divorced,false,Travel_Rarely,1,3,2,1,Low Risk
690,29,Sales,Sales Executive,5561,6,Married,false,Travel_Rarely,3,2,1,1,Low Risk
367,31,Research & Development,Healthcare Representative,5582,9,Married,false,Travel_Rarely,4,3,7,1,Low Risk
1117,45,Sales,Sales Executive,5593,15,Married,false,Non-Travel,3,3,4,1,Low Risk
422,58,Research & Development,Healthcare Representative,5660,5,Divorced,true,Non-Travel,3,3,1,1,Low Risk
1880,36,Sales,Sales Executive,5673,10,Married,true,Travel_Rarely,3,3,1,1,Low Risk
419,36,Research & Development,Laboratory Technician,5674,9,Married,false,Non-Travel,2,3,0,1,Low Risk
1163,34,Sales,Sales Executive,5714,6,Married,false,Travel_Rarely,3,2,1,1,Low Risk
516,40,Sales,Sales Executive,5715,5,Divorced,false,Travel_Rarely,2,3,1,1,Low Risk
1631,37,Research & Development,Manufacturing Director,5768,4,Married,false,Travel_Rarely,3,2,0,1,Low Risk
1766,38,Research & Development,Healthcare Representative,5811,1,Married,true,Travel_Rarely,4,3,1,1,Low Risk
1650,29,Sales,Sales Executive,5869,5,Single,false,Travel_Rarely,3,3,1,1,Low Risk
1555,32,Research & Development,Research Scientist,5878,7,Married,false,Travel_Rarely,2,3,2,1,Low Risk
182,39,Sales,Sales Executive,5902,15,Married,false,Travel_Rarely,3,4,5,1,Low Risk
1888,45,Research & Development,Manufacturing Director,5906,9,Married,false,Travel_Rarely,4,2,3,1,Low Risk
76,31,Research & Development,Laboratory Technician,5915,7,Divorced,false,Travel_Rarely,4,2,1,1,Low Risk
303,54,Sales,Sales Executive,5940,6,Married,false,Travel_Rarely,1,3,0,1,Low Risk
1970,33,Research & Development,Healthcare Representative,5968,9,Divorced,false,Travel_Frequently,3,3,2,1,Low Risk
665,44,Human Resources,Human Resources,5985,2,Single,false,Travel_Rarely,3,4,0,1,Low Risk
1779,34,Sales,Sales Executive,6029,2,Single,false,Travel_Rarely,4,3,2,1,Low Risk
827,42,Research & Development,Manufacturing Director,6062,4,Married,true,Travel_Rarely,4,3,0,1,Low Risk
1563,38,Human Resources,Human Resources,6077,6,Married,false,Travel_Frequently,3,3,1,1,Low Risk
548,30,Research & Development,Manufacturing Director,6091,5,Single,false,Travel_Rarely,4,3,0,1,Low Risk
1390,39,Sales,Sales Executive,6120,5,Married,true,Travel_Rarely,4,4,1,1,Low Risk
160,33,Sales,Sales Executive,6146,7,Married,false,Non-Travel,2,4,0,1,Low Risk
830,32,Research & Development,Manufacturing Director,6162,14,Married,false,Travel_Rarely,3,3,6,1,Low Risk
458,27,Sales,Sales Executive,6214,8,Married,false,Travel_Rarely,2,3,0,1,Low Risk
96,32,Research & Development,Research Scientist,6220,10,Married,false,Travel_Rarely,2,3,0,1,Low Risk
599,41,Sales,Sales Executive,6230,14,Single,false,Non-Travel,4,3,1,1,Low Risk
1399,25,Sales,Sales Executive,6232,3,Married,false,Travel_Rarely,3,2,1,1,Low Risk
936,42,Sales,Sales Executive,6244,5,Single,false,Travel_Rarely,3,3,0,1,Low Risk
273,38,Research & Development,Manufacturing Director,6261,7,Married,false,Travel_Rarely,4,1,1,1,Low Risk
641,26,Sales,Sales Executive,6272,5,Married,false,Travel_Rarely,2,4,1,1,Low Risk
1231,42,Human Resources,Human Resources,6272,4,Married,false,Non-Travel,1,4,0,1,Low Risk
786,34,Sales,Sales Executive,6274,6,Single,false,Travel_Rarely,4,3,1,1,Low Risk
2026,56,Research & Development,Healthcare Representative,6306,13,Divorced,false,Non-Travel,3,2,1,1,Low Risk
460,37,Research & Development,Manufacturing Director,6347,6,Divorced,false,Travel_Rarely,4,2,0,1,Low Risk
1375,40,Research & Development,Healthcare Representative,6377,12,Divorced,false,Travel_Rarely,3,3,11,1,Low Risk
424,31,Human Resources,Human Resources,6410,2,Married,false,Travel_Rarely,1,3,1,1,Low Risk
1722,41,Human Resources,Human Resources,6430,3,Married,false,Non-Travel,2,3,1,1,Low Risk
341,45,Research & Development,Manufacturing Director,6434,3,Married,false,Travel_Frequently,3,3,0,1,Low Risk
1557,48,Sales,Sales Executive,6439,8,Divorced,false,Travel_Rarely,3,3,7,1,Low Risk
40,44,Research & Development,Healthcare Representative,6465,4,Married,true,Travel_Rarely,4,4,1,1,Low Risk
1196,37,Research & Development,Manufacturing Director,6474,14,Married,false,Travel_Rarely,4,2,3,1,Low Risk
808,34,Sales,Sales Executive,6500,3,Married,false,Travel_Rarely,1,3,1,1,Low Risk
1912,31,Sales,Sales Executive,6583,5,Divorced,true,Travel_Rarely,4,3,1,1,Low Risk
1260,29,Research & Development,Healthcare Representative,6623,6,Divorced,true,Travel_Rarely,4,3,1,1,Low Risk
783,45,Sales,Sales Representative,6632,8,Single,false,Travel_Rarely,3,3,3,1,Low Risk
366,29,Sales,Sales Executive,6644,0,Married,false,Travel_Rarely,2,3,0,1,Low Risk
1473,49,Research & Development,Healthcare Representative,6651,3,Married,false,Travel_Rarely,3,2,1,1,Low Risk
2045,36,Sales,Sales Executive,6652,6,Married,false,Travel_Rarely,4,2,0,1,Low Risk
479,36,Sales,Sales Executive,6653,1,Single,false,Non-Travel,4,3,0,1,Low Risk
1315,28,Research & Development,Laboratory Technician,6674,9,Married,false,Non-Travel,4,3,7,1,Low Risk
1105,37,Sales,Sales Executive,6694,1,Divorced,true,Travel_Rarely,4,3,0,1,Low Risk
477,42,Research & Development,Healthcare Representative,6781,1,Single,false,Travel_Rarely,4,3,0,1,Low Risk
1823,34,Sales,Sales Executive,6799,10,Married,false,Travel_Rarely,3,3,4,1,Low Risk
275,49,Research & Development,Manufacturing Director,6804,7,Divorced,true,Non-Travel,4,3,1,1,Low Risk
754,43,Sales,Sales Executive,6804,2,Married,false,Travel_Frequently,4,3,2,1,Low Risk
1585,36,Sales,Sales Executive,6815,1,Single,false,Travel_Rarely,3,3,0,1,Low Risk
1664,36,Research & Development,Healthcare Representative,6842,5,Divorced,false,Travel_Rarely,1,3,0,1,Low Risk
1239,40,Sales,Sales Executive,6852,5,Divorced,false,Travel_Rarely,2,4,1,1,Low Risk
1830,54,Research & Development,Research Scientist,6854,7,Married,false,Travel_Rarely,4,2,1,1,Low Risk
1355,38,Sales,Sales Executive,6893,7,Divorced,false,Travel_Rarely,1,3,1,1,Low Risk
947,31,Sales,Sales Executive,6932,9,Married,false,Non-Travel,3,2,0,1,Low Risk
969,33,Research & Development,Healthcare Representative,6949,5,Single,false,Travel_Rarely,4,3,1,1,Low Risk
1754,30,Sales,Sales Executive,7140,7,Divorced,false,Travel_Rarely,1,3,1,1,Low Risk
982,30,Sales,Sales Executive,7264,8,Divorced,false,Travel_Rarely,3,4,7,1,Low Risk
204,35,Sales,Sales Executive,7295,10,Married,false,Travel_Rarely,2,3,0,1,Low Risk
1228,46,Research & Development,Manufacturing Director,7379,6,Divorced,false,Travel_Rarely,4,2,1,1,Low Risk
725,27,Research & Development,Manufacturing Director,7412,9,Married,false,Travel_Rarely,1,3,0,1,Low Risk
152,37,Sales,Sales Executive,7428,5,Single,false,Travel_Rarely,4,3,1,1,Low Risk
623,37,Research & Development,Manufacturing Director,7491,6,Single,false,Travel_Rarely,4,4,1,1,Low Risk
513,36,Sales,Sales Executive,7596,10,Married,false,Travel_Rarely,3,3,9,1,Low Risk
586,35,Research & Development,Healthcare Representative,7632,8,Married,true,Travel_Rarely,3,3,0,1,Low Risk
1638,38,Research & Development,Manufacturing Director,7756,5,Married,true,Travel_Rarely,3,4,0,1,Low Risk
1133,36,Research & Development,Manufacturing Director,7779,11,Single,false,Non-Travel,4,3,0,1,Low Risk
985,39,Sales,Sales Executive,7880,8,Single,false,Travel_Rarely,3,3,0,1,Low Risk
1363,48,Research & Development,Manufacturing Director,7898,10,Single,false,Travel_Rarely,4,3,0,1,Low Risk
543,52,Research & Development,Manufacturing Director,7969,5,Married,true,Travel_Rarely,3,3,0,1,Low Risk
1651,36,Research & Development,Healthcare Representative,8008,3,Married,false,Travel_Rarely,1,3,0,1,Low Risk
712,48,Sales,Sales Executive,8120,2,Married,false,Travel_Rarely,2,3,2,1,Low Risk
176,41,Sales,Sales Executive,8189,9,Divorced,true,Travel_Rarely,3,3,0,1,Low Risk
1588,39,Sales,Sales Executive,8237,7,Married,false,Travel_Rarely,3,3,7,1,Low Risk
1268,33,Sales,Sales Executive,8380,9,Divorced,true,Travel_Rarely,3,3,0,1,Low Risk
534,41,Sales,Sales Executive,8392,10,Married,false,Travel_Rarely,1,3,0,1,Low Risk
1344,34,Research & Development,Healthcare Representative,8500,9,Divorced,false,Travel_Rarely,4,2,1,1,Low Risk
1951,34,Sales,Sales Executive,8628,8,Divorced,false,Travel_Rarely,3,2,1,1,Low Risk
230,38,Sales,Sales Executive,8686,8,Single,false,Travel_Rarely,4,4,0,1,Low Risk
1119,38,Sales,Sales Executive,8740,8,Divorced,true,Travel_Rarely,3,3,2,1,Low Risk
1088,38,Research & Development,Healthcare Representative,8823,19,Married,false,Travel_Rarely,3,2,1,1,Low Risk
1590,29,Research & Development,Healthcare Representative,8853,6,Divorced,false,Travel_Frequently,4,4,1,1,Low Risk
2037,41,Sales,Sales Executive,8938,5,Divorced,false,Travel_Rarely,2,3,0,1,Low Risk
580,46,Sales,Sales Executive,9071,3,Married,true,Travel_Rarely,4,3,1,1,Low Risk
1446,32,Sales,Sales Executive,9204,4,Married,false,Travel_Rarely,4,2,0,1,Low Risk
1568,30,Sales,Sales Executive,9250,4,Married,false,Travel_Rarely,2,3,1,1,Low Risk
1465,45,Research & Development,Manufacturing Director,9380,3,Married,true,Travel_Rarely,4,4,1,1,Low Risk
288,46,Research & Development,Healthcare Representative,9396,4,Divorced,false,Travel_Rarely,1,3,0,1,Low Risk
228,30,Sales,Sales Executive,9419,10,Married,false,Travel_Rarely,4,3,7,1,Low Risk
689,37,Research & Development,Manufacturing Director,9434,10,Married,false,Travel_Rarely,3,3,7,1,Low Risk
1739,32,Sales,Sales Executive,9610,4,Married,false,Travel_Rarely,3,1,0,1,Low Risk
417,39,Research & Development,Healthcare Representative,9613,18,Divorced,false,Travel_Rarely,4,2,3,1,Low Risk
1816,30,Research & Development,Manufacturing Director,9667,7,Single,false,Travel_Rarely,3,3,0,1,Low Risk
1966,32,Research & Development,Manufacturing Director,9679,1,Single,false,Travel_Rarely,4,3,0,1,Low Risk
481,36,Sales,Sales Executive,9699,13,Married,false,Travel_Frequently,4,3,1,1,Low Risk
1882,34,Sales,Sales Executive,9713,5,Married,true,Travel_Rarely,4,3,1,1,Low Risk
1544,29,Research & Development,Healthcare Representative,9715,7,Married,false,Travel_Rarely,1,3,0,1,Low Risk
86,45,Research & Development,Research Scientist,9724,1,Divorced,false,Travel_Rarely,1,3,0,1,Low Risk
1047,34,Sales,Sales Executive,9725,15,Divorced,false,Travel_Rarely,4,2,0,1,Low Risk
154,36,Sales,Sales Executive,9738,9,Married,false,Travel_Frequently,4,3,2,1,Low Risk
2062,39,Research & Development,Healthcare Representative,9991,7,Married,false,Travel_Rarely,1,3,1,1,Low Risk
1395,33,Sales,Sales Executive,9998,5,Married,false,Travel_Frequently,4,4,1,1,Low Risk
83,36,Research & Development,Healthcare Representative,10096,17,Divorced,false,Travel_Rarely,3,3,12,1,Low Risk
845,35,Research & Development,Manufacturing Director,10221,8,Single,false,Travel_Rarely,3,4,1,1,Low Risk
36,44,Research & Development,Healthcare Representative,10248,22,Married,false,Travel_Rarely,4,3,5,1,Low Risk
1092,40,Research & Development,Healthcare Representative,10322,11,Married,false,Travel_Rarely,4,3,11,1,Low Risk
2016,32,Sales,Sales Executive,10422,14,Married,false,Travel_Rarely,4,3,5,1,Low Risk
1628,40,Research & Development,Manufacturing Director,10435,18,Married,false,Travel_Rarely,3,3,14,1,Low Risk
1484,49,Research & Development,Healthcare Representative,10466,8,Divorced,false,Travel_Rarely,2,3,0,1,Low Risk
491,50,Research & Development,Healthcare Representative,10496,4,Single,false,Travel_Rarely,4,3,1,1,Low Risk
581,31,Research & Development,Manufacturing Director,10648,13,Divorced,false,Travel_Rarely,2,4,0,1,Low Risk
1070,54,Sales,Sales Executive,10686,9,Married,false,Travel_Rarely,3,3,7,1,Low Risk
1453,31,Sales,Sales Executive,10793,13,Divorced,false,Travel_Rarely,4,3,9,1,Low Risk
215,40,Sales,Sales Executive,10855,12,Married,false,Travel_Rarely,4,2,2,1,Low Risk
615,40,Sales,Sales Executive,10932,1,Divorced,false,Non-Travel,1,3,0,1,Low Risk
862,53,Sales,Sales Executive,10934,5,Married,true,Travel_Rarely,4,3,0,1,Low Risk
499,49,Research & Development,Healthcare Representative,10965,5,Single,false,Travel_Rarely,3,3,0,1,Low Risk
1979,31,Research & Development,Research Director,11031,11,Married,false,Non-Travel,3,4,4,1,Low Risk
762,56,Research & Development,Healthcare Representative,11103,10,Married,false,Travel_Rarely,4,2,1,1,Low Risk
